-1,-1,-1,-1,-1,-1,-0.97601,-0.95426,-0.63693,-0.30241,-0.02331,0.35434,0.58591,0.78829,1,0.86906,0.91924,0.73914,0.95112,1,1,1,1,1,1,1,1,1
1.4625,1.5139,1.5048,1.4721,1.4647,1.4801,1.4859,1.4826,1.5041,1.4883,1.5202,1.514,1.5105,1.5069,1.4936,1.5193,1.5262,1.5113,1.5086,1.5026,1.515,1.5456,1.5242,1.3941,1.4763,1.5631,1.5575,1.5585
-1.7642,-1.5008,-1.16,-0.81353,-0.4883,-0.14878,-0.02106,-0.02106,-0.02106,-0.02106,-0.02106,-0.02106,-0.02106,-0.02106,-0.11339,-0.02106,-0.021061,-0.021061,-0.02106,-0.15329,-0.19669,-0.42563,-0.73339,-0.90304,-1.2669,-1.4791,-1.7341,-2.0108
